"year","album_name","artist_name_1","n_moods","n_pairs","novel_pairs","pagerank","n_origins","n_followers"
2009,"The Unholy Terror","Army of the Pharaohs",24,276,3,0.000127892954213055,1,0
2009,"Thunderheist","Thunderheist",14,91,2,0.000127892954213055,5,0
2009,"Ultraviolet","Kid Sister",11,55,7,0.000127892954213055,11,0
2009,"Wall Street Generals","Black Wall Street",9,36,0,0.000127892954213055,1,0
2009,"We Are Young Money","Young Money",15,105,3,0.000127892954213055,5,0
2010,"31 Minutes to Takeoff","Mike Posner",24,276,38,0.000146011122726572,5,1
2010,"A Sufi and a Killer","Gonjasufi",16,120,57,0.000127892954213055,4,0
2010,"B.o.B Presents: The Adventures of Bobby Ray","B.o.B",14,91,3,0.000127892954213055,7,0
2010,"Book of the Wicked: The Mixxtape Chapter 2","DJ Clay",13,78,0,0.000127892954213055,7,0
2010,"Controcultura","Fabri Fibra",10,45,0,0.000127892954213055,2,0
2010,"Disc-Overy","Tinie Tempah",17,136,19,0.000127892954213055,1,0
2010,"Flockaveli","Waka Flocka Flame",14,91,0,0.000138763855321165,11,1
2010,"Fonk","Declaime",18,153,13,0.000127892954213055,1,0
2010,"Fresh","Tye Tribbett",10,45,0,0.00034531097637525,1,2
2010,"Genesis: The Birth of Songz Demo","Trey Songz",18,153,10,0.00132369207610512,4,13
2010,"Grey Crow","Eligh",15,105,0,0.000164129291240088,3,1
2010,"Lazarus","Travie McCoy",14,91,0,0.000127892954213055,5,0
2010,"Love, Life, & Loyalty","GLC",14,91,25,0.000127892954213055,12,0
2010,"Marcberg","Roc Marciano",16,120,15,0.000127892954213055,4,0
2010,"Mshini Wam","Spoek Mathambo",15,105,19,0.000127892954213055,3,0
2010,"Of Mellows and Revelations","Haywyre",27,351,132,0.000127892954213055,5,0
2010,"Pilot Talk","Curren$y",12,66,0,0.000127892954213055,9,0
2010,"Pink Friday","Nicki Minaj",12,66,7,0.000608024419821234,17,7
2010,"Q: Soul Bossa Nostra","Quincy Jones",14,91,13,0.00335759030677965,10,22
2010,"RABDARGAB","Fat Tony",44,946,138,0.000127892954213055,8,0
2010,"Ready, Fire, Aim!","T. Mills",14,91,5,0.000127892954213055,2,0
2010,"Running on Air","Bliss N Eso",15,105,0,0.000127892954213055,2,0
2010,"Si Tu Me Vois","Sheryfa Luna",17,136,1,0.000127892954213055,2,0
2010,"Sir Lucious Left Foot...The Son of Chico Dusty","Big Boi",24,276,12,0.000146011122726572,7,1
2010,"South of Hell","Boondox",14,91,40,0.000127892954213055,14,0
2010,"Str8 Killa","Freddie Gibbs",14,91,3,0.000127892954213055,9,0
2010,"Thank Me Later","Drake",25,300,25,0.00170262062901638,9,21
2010,"Third Strike","Tinchy Stryder",14,91,0,0.000127892954213055,2,0
2010,"Trunk Muzik 0-60","Yelawolf",26,325,6,0.000127892954213055,17,0
2010,"TSOL","Shad",12,66,0,0.000127892954213055,1,0
2011,"Beach Cruiser","Glasses Malone",14,91,0,0.000127892954213055,7,0
2011,"Blue Slide Park","Mac Miller",14,91,0,0.000185871093456307,4,2
2011,"Camp","Childish Gambino",18,153,2,0.000258343767510372,3,3
2011,"Charity Starts at Home","Phonte",10,45,5,0.00038601539857981,4,4
2011,"Cole World: The Sideline Story","J. Cole",13,78,2,0.000466702705415808,10,6
2011,"Coral","Monster Rally",25,300,0,0.000127892954213055,2,0
2011,"Dr. Lecter","Action Bronson",12,66,1,0.000127892954213055,6,0
2011,"Eraser","The Knux",14,91,1,0.000127892954213055,11,0
2011,"False Hopes XV","Doomtree",12,66,0,0.000127892954213055,1,0
2011,"Fear of God II: Let Us Pray","Pusha T",18,153,1,0.000168310407050899,9,2
2011,"Finally Famous","Big Sean",14,91,0,0.000171376558645494,5,2
2011,"Follow Me Home","Jay Rock",13,78,0,0.000127892954213055,5,0
2011,"Give the Drummer Some","Travis Barker",14,91,0,0.000127892954213055,13,0
2011,"Goblin","Tyler, The Creator",21,210,46,0.000240225598996856,12,3
2011,"Man Up","116 Clique",11,55,0,0.000127892954213055,1,0
2011,"Meglio Prima","J-Ax",13,78,0,0.000127892954213055,1,0
2011,"Nü Revolution","Les Nubians",18,153,26,0.000127892954213055,10,0
2011,"Owed to Mama Rickie","Georgia Anne Muldrow",11,55,3,0.00034531097637525,3,2
2011,"P.S. I Love Me","Lil' Mo",9,36,1,0.000127892954213055,9,0
2011,"Peanut Butter Blues and Melancholy Jam","Ghostpoet",11,55,4,0.000127892954213055,1,0
2011,"Relax","Das Racist",19,171,11,0.000127892954213055,1,0
2011,"Return of 4eva","Big K.R.I.T.",17,136,0,0.000127892954213055,6,0
2011,"Section.80","Kendrick Lamar",16,120,23,0.000651106836236588,14,10
2011,"Setbacks","ScHoolboy Q",14,91,15,0.00018714512704267,8,1
2011,"Shotgun & Sleek Rifle","Quelle Chris",21,210,20,0.000127892954213055,5,0
2011,"There Goes the Neighborhood","Chris Webby",14,91,4,0.000127892954213055,4,0
2011,"This Is Our Science","Astronautalis",10,45,0,0.000127892954213055,2,0
2011,"Trip'n 4 Life","Philthy Rich",17,136,0,0.000127892954213055,1,0
2011,"Twirligig","Jonti",14,91,9,0.000127892954213055,2,0
2011,"When Fish Ride Bicycles","The Cool Kids",10,45,0,0.000127892954213055,11,0
2012,"Based on a T.R.U. Story","2 Chainz",19,171,0,0.000160505657537385,9,2
2012,"Black Belt Theatre","Planet Asia",9,36,2,0.000127892954213055,7,0
2012,"Cabin by the Sea","Dirty Heads",18,153,0,0.000127892954213055,5,0
2012,"Dirty Bass","Far East Movement",12,66,0,0.000127892954213055,8,0
2012,"Dreams and Nightmares","Meek Mill",16,120,12,0.000334569490756522,11,4
2012,"Fantastic Plastic","Lee Bannon",12,66,0,0.000127892954213055,5,0
2012,"From Day 1","Travis Porter",15,105,0,0.000127892954213055,2,0
2012,"Go! Pop! Bang!","Rye Rye",15,105,0,0.000127892954213055,6,0
2012,"Gravity","Lecrae",16,120,2,0.000252131824020024,6,2
2012,"Lace Up","MGK",14,91,2,0.000127892954213055,2,0
2012,"Lonsdale Boys Club","Lonsdale Boys Club",12,66,10,0.000127892954213055,1,0
2012,"No Rest for the Sickest","Kerser",22,231,14,0.000127892954213055,3,0
2012,"Perfect Imperfection","Sean Forbes",10,45,0,0.000127892954213055,2,0
2012,"Pluto","Future",18,153,7,0.00053555174576717,5,7
2012,"Summer in Kingston","Shaggy",14,91,0,0.000371476750714699,16,4
2012,"Take Me to Your Leader","Mayday!",16,120,51,0.000127892954213055,2,0
2012,"Tha Blackprint Edition","Trae tha Truth",15,105,1,0.000127892954213055,1,0
2012,"The Art of Dying","Cashis",11,55,0,0.000127892954213055,1,0
2012,"The Heist","Macklemore & Ryan Lewis",14,91,4,0.000127892954213055,10,0
2012,"The OF Tape, Vol. 2","Odd Future",17,136,14,0.000258343767510372,8,3
2012,"The Only Solution","Cold 187um",13,78,0,0.000127892954213055,2,0
2012,"Up & Away","Kid Ink",16,120,1,0.000127892954213055,3,0
2013,"8 Miles to Moenart","Tall Black Guy",16,120,14,0.000127892954213055,4,0
2013,"Acid Rap","Chance the Rapper",15,105,0,0.000299477771826469,1,4
2013,"Back on the Planet","Ras G",13,78,1,0.000127892954213055,1,0
2013,"Break the Pot","Rich Boy",19,171,0,0.000127892954213055,11,0
2013,"Dirty Gold","Angel Haze",14,91,0,0.000127892954213055,1,0
2013,"Don't Look Down","Skylar Grey",13,78,6,0.000164129291240088,12,1
2013,"Doris","Earl Sweatshirt",15,105,0,0.000218483796780636,8,2
2013,"Excuse My French","French Montana",13,78,0,0.000127892954213055,9,0
2013,"Get Home Safely","Dom Kennedy",17,136,0,0.000127892954213055,1,0
2013,"Invisible in Your City","Gang Colours",13,78,9,0.000127892954213055,2,0
2013,"Lava Diviner (Truestory)","Botany",21,210,41,0.000127892954213055,6,0
2013,"Let Me Explain","Kevin Hart",15,105,4,0.000127892954213055,4,0
2013,"Lighthouse","G&D",19,171,17,0.000127892954213055,1,0
2013,"Long.Live.A$AP","A$AP Rocky",19,171,6,0.000167752924942791,9,2
2013,"My Grandma's Basement","Jarren Benton",14,91,0,0.000127892954213055,1,0
2013,"Nickel & Dimed","14KT",14,91,4,0.000127892954213055,3,0
2013,"NoYork!","Blu",12,66,0,0.000127892954213055,7,0
2013,"Old","Danny Brown",20,190,8,0.000182247459753604,10,1
2013,"Relief","Mike Stud",21,210,0,0.000127892954213055,1,0
2013,"Rich Gang","Rich Gang",18,153,0,0.000127892954213055,2,0
2013,"Roaring 20s","Rizzle Kicks",16,120,6,0.000127892954213055,2,0
2013,"Trap Lord","A$AP Ferg",15,105,5,0.000127892954213055,5,0
2013,"Vessel","Twenty One Pilots",23,253,4,0.000127892954213055,2,0
